State,District,Crop,historical_records
Andhra Pradesh,MEDAK,Sesamum,26
Andhra Pradesh,MEDAK,Small millets,5
Andhra Pradesh,MEDAK,Soyabean,8
Andhra Pradesh,MEDAK,Sugarcane,16
Andhra Pradesh,MEDAK,Sunflower,19
Andhra Pradesh,MEDAK,Tobacco,23
Andhra Pradesh,MEDAK,Urad,23
Andhra Pradesh,MEDAK,Wheat,16
Andhra Pradesh,MEDAK,other oilseeds,1
Andhra Pradesh,NALGONDA,Arhar/Tur,24
Andhra Pradesh,NALGONDA,Bajra,22
Andhra Pradesh,NALGONDA,Banana,7
Andhra Pradesh,NALGONDA,Cashewnut,1
Andhra Pradesh,NALGONDA,Castor seed,16
Andhra Pradesh,NALGONDA,Coconut,9
Andhra Pradesh,NALGONDA,Coriander,11
Andhra Pradesh,NALGONDA,Cotton(lint),16
Andhra Pradesh,NALGONDA,Cowpea(Lobia),2
Andhra Pradesh,NALGONDA,Dry chillies,31
Andhra Pradesh,NALGONDA,Gram,16
Andhra Pradesh,NALGONDA,Groundnut,32
Andhra Pradesh,NALGONDA,Horse-gram,18
Andhra Pradesh,NALGONDA,Jowar,32
Andhra Pradesh,NALGONDA,Maize,32
Andhra Pradesh,NALGONDA,Masoor,2
Andhra Pradesh,NALGONDA,Mesta,2
Andhra Pradesh,NALGONDA,Moong(Green Gram),22
Andhra Pradesh,NALGONDA,Onion,8
Andhra Pradesh,NALGONDA,Other  Rabi pulses,5
Andhra Pradesh,NALGONDA,Other Kharif pulses,2
Andhra Pradesh,NALGONDA,Ragi,2
Andhra Pradesh,NALGONDA,Rice,32
Andhra Pradesh,NALGONDA,Safflower,7
Andhra Pradesh,NALGONDA,Sesamum,21
Andhra Pradesh,NALGONDA,Small millets,1
Andhra Pradesh,NALGONDA,Soyabean,2
Andhra Pradesh,NALGONDA,Sugarcane,15
Andhra Pradesh,NALGONDA,Sunflower,17
Andhra Pradesh,NALGONDA,Tobacco,20
Andhra Pradesh,NALGONDA,Urad,20
Andhra Pradesh,NIZAMABAD,Arhar/Tur,21
Andhra Pradesh,NIZAMABAD,Bajra,19
Andhra Pradesh,NIZAMABAD,Banana,11
Andhra Pradesh,NIZAMABAD,Castor seed,14
Andhra Pradesh,NIZAMABAD,Coconut,5
Andhra Pradesh,NIZAMABAD,Coriander,11
Andhra Pradesh,NIZAMABAD,Cotton(lint),16
Andhra Pradesh,NIZAMABAD,Dry chillies,30
Andhra Pradesh,NIZAMABAD,Garlic,3
Andhra Pradesh,NIZAMABAD,Ginger,11
Andhra Pradesh,NIZAMABAD,Gram,17
Andhra Pradesh,NIZAMABAD,Groundnut,29
Andhra Pradesh,NIZAMABAD,Horse-gram,12
Andhra Pradesh,NIZAMABAD,Jowar,32
Andhra Pradesh,NIZAMABAD,Linseed,4
Andhra Pradesh,NIZAMABAD,Maize,32
Andhra Pradesh,NIZAMABAD,Masoor,2
Andhra Pradesh,NIZAMABAD,Mesta,5
Andhra Pradesh,NIZAMABAD,Moong(Green Gram),30
Andhra Pradesh,NIZAMABAD,Onion,23
Andhra Pradesh,NIZAMABAD,Other  Rabi pulses,11
Andhra Pradesh,NIZAMABAD,Other Kharif pulses,9
Andhra Pradesh,NIZAMABAD,Potato,1
Andhra Pradesh,NIZAMABAD,Ragi,10
Andhra Pradesh,NIZAMABAD,Rapeseed &Mustard,12
Andhra Pradesh,NIZAMABAD,Rice,32
Andhra Pradesh,NIZAMABAD,Safflower,12
Andhra Pradesh,NIZAMABAD,Sesamum,26
Andhra Pradesh,NIZAMABAD,Small millets,2
Andhra Pradesh,NIZAMABAD,Soyabean,9
Andhra Pradesh,NIZAMABAD,Sugarcane,16
Andhra Pradesh,NIZAMABAD,Sunflower,19
Andhra Pradesh,NIZAMABAD,Tobacco,25
Andhra Pradesh,NIZAMABAD,Urad,32
Andhra Pradesh,NIZAMABAD,Wheat,16
Andhra Pradesh,NIZAMABAD,other oilseeds,1
Andhra Pradesh,PRAKASAM,Arhar/Tur,38
Andhra Pradesh,PRAKASAM,Bajra,44
Andhra Pradesh,PRAKASAM,Banana,18
Andhra Pradesh,PRAKASAM,Cashewnut,19
Andhra Pradesh,PRAKASAM,Castor seed,30
Andhra Pradesh,PRAKASAM,Coconut,19
Andhra Pradesh,PRAKASAM,Coriander,19
Andhra Pradesh,PRAKASAM,Cotton(lint),30
Andhra Pradesh,PRAKASAM,Cowpea(Lobia),17
Andhra Pradesh,PRAKASAM,Dry chillies,45
Andhra Pradesh,PRAKASAM,Ginger,2
Andhra Pradesh,PRAKASAM,Gram,24
Andhra Pradesh,PRAKASAM,Groundnut,46
Andhra Pradesh,PRAKASAM,Horse-gram,27
Andhra Pradesh,PRAKASAM,Jowar,45
Andhra Pradesh,PRAKASAM,Maize,46
Andhra Pradesh,PRAKASAM,Masoor,2
Andhra Pradesh,PRAKASAM,Mesta,3
Andhra Pradesh,PRAKASAM,Moong(Green Gram),45
Andhra Pradesh,PRAKASAM,Niger seed,4
Andhra Pradesh,PRAKASAM,Oilseeds total,9
Andhra Pradesh,PRAKASAM,Onion,35
Andhra Pradesh,PRAKASAM,Other  Rabi pulses,5
Andhra Pradesh,PRAKASAM,Other Kharif pulses,3
Andhra Pradesh,PRAKASAM,Ragi,41
Andhra Pradesh,PRAKASAM,Rapeseed &Mustard,13
Andhra Pradesh,PRAKASAM,Rice,46
Andhra Pradesh,PRAKASAM,Safflower,5
Andhra Pradesh,PRAKASAM,Sesamum,45
Andhra Pradesh,PRAKASAM,Small millets,40
Andhra Pradesh,PRAKASAM,Soyabean,16
Andhra Pradesh,PRAKASAM,Sugarcane,22
Andhra Pradesh,PRAKASAM,Sunflower,35
Andhra Pradesh,PRAKASAM,Sweet potato,19
Andhra Pradesh,PRAKASAM,Tobacco,54
Andhra Pradesh,PRAKASAM,Urad,46
Andhra Pradesh,PRAKASAM,Wheat,2
Andhra Pradesh,PRAKASAM,other oilseeds,2
Andhra Pradesh,RANGAREDDI,Arhar/Tur,19
Andhra Pradesh,RANGAREDDI,Bajra,18
Andhra Pradesh,RANGAREDDI,Banana,11
Andhra Pradesh,RANGAREDDI,Cashewnut,5
Andhra Pradesh,RANGAREDDI,Castor seed,16
Andhra Pradesh,RANGAREDDI,Coconut,11
Andhra Pradesh,RANGAREDDI,Coriander,11
Andhra Pradesh,RANGAREDDI,Cotton(lint),16
Andhra Pradesh,RANGAREDDI,Cowpea(Lobia),2
Andhra Pradesh,RANGAREDDI,Dry chillies,30
Andhra Pradesh,RANGAREDDI,Ginger,11
Andhra Pradesh,RANGAREDDI,Gram,17
Andhra Pradesh,RANGAREDDI,Groundnut,30
Andhra Pradesh,RANGAREDDI,Horse-gram,28
Andhra Pradesh,RANGAREDDI,Jowar,32
Andhra Pradesh,RANGAREDDI,Linseed,9
Andhra Pradesh,RANGAREDDI,Maize,32
Andhra Pradesh,RANGAREDDI,Masoor,1
Andhra Pradesh,RANGAREDDI,Mesta,3
Andhra Pradesh,RANGAREDDI,Moong(Green Gram),17
Andhra Pradesh,RANGAREDDI,Niger seed,11
Andhra Pradesh,RANGAREDDI,Onion,25
Andhra Pradesh,RANGAREDDI,Other Kharif pulses,5
Andhra Pradesh,RANGAREDDI,Potato,11
Andhra Pradesh,RANGAREDDI,Ragi,30
Andhra Pradesh,RANGAREDDI,Rapeseed &Mustard,4
Andhra Pradesh,RANGAREDDI,Rice,32
Andhra Pradesh,RANGAREDDI,Safflower,12
Andhra Pradesh,RANGAREDDI,Sesamum,16
Andhra Pradesh,RANGAREDDI,Small millets,12
Andhra Pradesh,RANGAREDDI,Soyabean,7
Andhra Pradesh,RANGAREDDI,Sugarcane,16
Andhra Pradesh,RANGAREDDI,Sunflower,17
Andhra Pradesh,RANGAREDDI,Sweet potato,11
Andhra Pradesh,RANGAREDDI,Tapioca,3
Andhra Pradesh,RANGAREDDI,Tobacco,11
Andhra Pradesh,RANGAREDDI,Urad,20
Andhra Pradesh,RANGAREDDI,Wheat,16
Andhra Pradesh,RANGAREDDI,other oilseeds,2
Andhra Pradesh,SPSR NELLORE,Arhar/Tur,40
Andhra Pradesh,SPSR NELLORE,Bajra,40
Andhra Pradesh,SPSR NELLORE,Banana,18
Andhra Pradesh,SPSR NELLORE,Cashewnut,19
Andhra Pradesh,SPSR NELLORE,Castor seed,11
Andhra Pradesh,SPSR NELLORE,Coconut,19
Andhra Pradesh,SPSR NELLORE,Coriander,11
Andhra Pradesh,SPSR NELLORE,Cotton(lint),30
Andhra Pradesh,SPSR NELLORE,Cowpea(Lobia),10
Andhra Pradesh,SPSR NELLORE,Dry chillies,39
Andhra Pradesh,SPSR NELLORE,Gram,22
Andhra Pradesh,SPSR NELLORE,Groundnut,46
Andhra Pradesh,SPSR NELLORE,Guar seed,1
Andhra Pradesh,SPSR NELLORE,Horse-gram,26
Andhra Pradesh,SPSR NELLORE,Jowar,36
Andhra Pradesh,SPSR NELLORE,Maize,40
Andhra Pradesh,SPSR NELLORE,Masoor,2
Andhra Pradesh,SPSR NELLORE,Mesta,1
Andhra Pradesh,SPSR NELLORE,Moong(Green Gram),44
Andhra Pradesh,SPSR NELLORE,Oilseeds total,9
Andhra Pradesh,SPSR NELLORE,Onion,24
Andhra Pradesh,SPSR NELLORE,Other  Rabi pulses,5
Andhra Pradesh,SPSR NELLORE,Other Kharif pulses,1
Andhra Pradesh,SPSR NELLORE,Potato,1
Andhra Pradesh,SPSR NELLORE,Ragi,42
Andhra Pradesh,SPSR NELLORE,Rapeseed &Mustard,3
Andhra Pradesh,SPSR NELLORE,Rice,46
Andhra Pradesh,SPSR NELLORE,Safflower,4
Andhra Pradesh,SPSR NELLORE,Sesamum,43
Andhra Pradesh,SPSR NELLORE,Small millets,6
Andhra Pradesh,SPSR NELLORE,Soyabean,2
Andhra Pradesh,SPSR NELLORE,Sugarcane,23
Andhra Pradesh,SPSR NELLORE,Sunflower,35
Andhra Pradesh,SPSR NELLORE,Sweet potato,21
Andhra Pradesh,SPSR NELLORE,Tapioca,8
Andhra Pradesh,SPSR NELLORE,Tobacco,42
Andhra Pradesh,SPSR NELLORE,Urad,45
Andhra Pradesh,SPSR NELLORE,other oilseeds,7
Andhra Pradesh,SRIKAKULAM,Arhar/Tur,29
Andhra Pradesh,SRIKAKULAM,Bajra,23
Andhra Pradesh,SRIKAKULAM,Banana,18
Andhra Pradesh,SRIKAKULAM,Cashewnut,19
Andhra Pradesh,SRIKAKULAM,Castor seed,1
Andhra Pradesh,SRIKAKULAM,Coconut,19
Andhra Pradesh,SRIKAKULAM,Coriander,1
Andhra Pradesh,SRIKAKULAM,Cotton(lint),23
Andhra Pradesh,SRIKAKULAM,Dry chillies,41
Andhra Pradesh,SRIKAKULAM,Garlic,1
Andhra Pradesh,SRIKAKULAM,Ginger,19
Andhra Pradesh,SRIKAKULAM,Gram,5
Andhra Pradesh,SRIKAKULAM,Groundnut,46
Andhra Pradesh,SRIKAKULAM,Horse-gram,28
Andhra Pradesh,SRIKAKULAM,Jowar,35
Andhra Pradesh,SRIKAKULAM,Maize,45
Andhra Pradesh,SRIKAKULAM,Masoor,1
Andhra Pradesh,SRIKAKULAM,Mesta,22
Andhra Pradesh,SRIKAKULAM,Moong(Green Gram),46
Andhra Pradesh,SRIKAKULAM,Oilseeds total,9
Andhra Pradesh,SRIKAKULAM,Onion,39
Andhra Pradesh,SRIKAKULAM,Other  Rabi pulses,1
Andhra Pradesh,SRIKAKULAM,Other Kharif pulses,8
Andhra Pradesh,SRIKAKULAM,Potato,3
Andhra Pradesh,SRIKAKULAM,Ragi,45
Andhra Pradesh,SRIKAKULAM,Rice,46
Andhra Pradesh,SRIKAKULAM,Sesamum,44
Andhra Pradesh,SRIKAKULAM,Small millets,17
Andhra Pradesh,SRIKAKULAM,Sugarcane,23
Andhra Pradesh,SRIKAKULAM,Sunflower,24
Andhra Pradesh,SRIKAKULAM,Sweet potato,18
Andhra Pradesh,SRIKAKULAM,Tapioca,23
Andhra Pradesh,SRIKAKULAM,Tobacco,31
Andhra Pradesh,SRIKAKULAM,Urad,43
Andhra Pradesh,SRIKAKULAM,Wheat,1
Andhra Pradesh,SRIKAKULAM,other oilseeds,7
Andhra Pradesh,VISAKHAPATANAM,Arhar/Tur,34
Andhra Pradesh,VISAKHAPATANAM,Bajra,23
Andhra Pradesh,VISAKHAPATANAM,Banana,18
Andhra Pradesh,VISAKHAPATANAM,Black pepper,1
Andhra Pradesh,VISAKHAPATANAM,Cashewnut,19
Andhra Pradesh,VISAKHAPATANAM,Castor seed,14
Andhra Pradesh,VISAKHAPATANAM,Coconut,19
Andhra Pradesh,VISAKHAPATANAM,Coriander,5
Andhra Pradesh,VISAKHAPATANAM,Cotton(lint),22
Andhra Pradesh,VISAKHAPATANAM,Cowpea(Lobia),17
Andhra Pradesh,VISAKHAPATANAM,Dry chillies,45
Andhra Pradesh,VISAKHAPATANAM,Ginger,19
Andhra Pradesh,VISAKHAPATANAM,Gram,22
Andhra Pradesh,VISAKHAPATANAM,Groundnut,46
Andhra Pradesh,VISAKHAPATANAM,Horse-gram,39
Andhra Pradesh,VISAKHAPATANAM,Jowar,41
Andhra Pradesh,VISAKHAPATANAM,Maize,46
Andhra Pradesh,VISAKHAPATANAM,Masoor,1
Andhra Pradesh,VISAKHAPATANAM,Mesta,13
Andhra Pradesh,VISAKHAPATANAM,Moong(Green Gram),45
Andhra Pradesh,VISAKHAPATANAM,Niger seed,22
Andhra Pradesh,VISAKHAPATANAM,Oilseeds total,9
Andhra Pradesh,VISAKHAPATANAM,Onion,35
Andhra Pradesh,VISAKHAPATANAM,Other  Rabi pulses,18
Andhra Pradesh,VISAKHAPATANAM,Other Kharif pulses,20
Andhra Pradesh,VISAKHAPATANAM,Potato,26
Andhra Pradesh,VISAKHAPATANAM,Ragi,45
Andhra Pradesh,VISAKHAPATANAM,Rapeseed &Mustard,1
Andhra Pradesh,VISAKHAPATANAM,Rice,46
Andhra Pradesh,VISAKHAPATANAM,Safflower,2
Andhra Pradesh,VISAKHAPATANAM,Sesamum,46
Andhra Pradesh,VISAKHAPATANAM,Small millets,21
Andhra Pradesh,VISAKHAPATANAM,Sugarcane,23
Andhra Pradesh,VISAKHAPATANAM,Sunflower,22
Andhra Pradesh,VISAKHAPATANAM,Sweet potato,27
Andhra Pradesh,VISAKHAPATANAM,Tapioca,24
Andhra Pradesh,VISAKHAPATANAM,Tobacco,49
Andhra Pradesh,VISAKHAPATANAM,Urad,46
Andhra Pradesh,VISAKHAPATANAM,other oilseeds,8
Andhra Pradesh,VIZIANAGARAM,Arecanut,9
Andhra Pradesh,VIZIANAGARAM,Arhar/Tur,26
Andhra Pradesh,VIZIANAGARAM,Bajra,24
Andhra Pradesh,VIZIANAGARAM,Banana,18
Andhra Pradesh,VIZIANAGARAM,Cashewnut,19
Andhra Pradesh,VIZIANAGARAM,Castor seed,14
Andhra Pradesh,VIZIANAGARAM,Coconut,19
Andhra Pradesh,VIZIANAGARAM,Cotton(lint),24
Andhra Pradesh,VIZIANAGARAM,Cowpea(Lobia),1
Andhra Pradesh,VIZIANAGARAM,Dry chillies,43
Andhra Pradesh,VIZIANAGARAM,Ginger,15
Andhra Pradesh,VIZIANAGARAM,Gram,21
Andhra Pradesh,VIZIANAGARAM,Groundnut,46
Andhra Pradesh,VIZIANAGARAM,Horse-gram,23
Andhra Pradesh,VIZIANAGARAM,Jowar,37
Andhra Pradesh,VIZIANAGARAM,Linseed,1
Andhra Pradesh,VIZIANAGARAM,Maize,46
Andhra Pradesh,VIZIANAGARAM,Masoor,1
Andhra Pradesh,VIZIANAGARAM,Mesta,22
Andhra Pradesh,VIZIANAGARAM,Moong(Green Gram),46
Andhra Pradesh,VIZIANAGARAM,Niger seed,18
Andhra Pradesh,VIZIANAGARAM,Oilseeds total,9
Andhra Pradesh,VIZIANAGARAM,Onion,35
Andhra Pradesh,VIZIANAGARAM,Other  Rabi pulses,2
Andhra Pradesh,VIZIANAGARAM,Potato,2
Andhra Pradesh,VIZIANAGARAM,Ragi,46
Andhra Pradesh,VIZIANAGARAM,Rapeseed &Mustard,1
Andhra Pradesh,VIZIANAGARAM,Rice,46
Andhra Pradesh,VIZIANAGARAM,Sesamum,46
Andhra Pradesh,VIZIANAGARAM,Small millets,21
Andhra Pradesh,VIZIANAGARAM,Sugarcane,23
Andhra Pradesh,VIZIANAGARAM,Sunflower,14
Andhra Pradesh,VIZIANAGARAM,Sweet potato,23
Andhra Pradesh,VIZIANAGARAM,Tapioca,23
Andhra Pradesh,VIZIANAGARAM,Tobacco,42
Andhra Pradesh,VIZIANAGARAM,Urad,46
Andhra Pradesh,VIZIANAGARAM,Wheat,1
Andhra Pradesh,VIZIANAGARAM,other oilseeds,8
Andhra Pradesh,WARANGAL,Arhar/Tur,27
Andhra Pradesh,WARANGAL,Bajra,16
Andhra Pradesh,WARANGAL,Banana,11
Andhra Pradesh,WARANGAL,Castor seed,16
Andhra Pradesh,WARANGAL,Coriander,11
Andhra Pradesh,WARANGAL,Cotton(lint),16
Andhra Pradesh,WARANGAL,Cowpea(Lobia),3
Andhra Pradesh,WARANGAL,Dry chillies,31
Andhra Pradesh,WARANGAL,Ginger,4
Andhra Pradesh,WARANGAL,Gram,15
Andhra Pradesh,WARANGAL,Groundnut,32
Andhra Pradesh,WARANGAL,Horse-gram,15
Andhra Pradesh,WARANGAL,Jowar,30
Andhra Pradesh,WARANGAL,Maize,32
Andhra Pradesh,WARANGAL,Masoor,2
Andhra Pradesh,WARANGAL,Mesta,5
Andhra Pradesh,WARANGAL,Moong(Green Gram),30
Andhra Pradesh,WARANGAL,Onion,20
Andhra Pradesh,WARANGAL,Other  Rabi pulses,7
Andhra Pradesh,WARANGAL,Other Kharif pulses,7
Andhra Pradesh,WARANGAL,Rice,32
Andhra Pradesh,WARANGAL,Safflower,5
Andhra Pradesh,WARANGAL,Sesamum,29
Andhra Pradesh,WARANGAL,Soyabean,4
Andhra Pradesh,WARANGAL,Sunflower,17
Andhra Pradesh,WARANGAL,Sweet potato,8
Andhra Pradesh,WARANGAL,Tobacco,25
Andhra Pradesh,WARANGAL,Urad,26
Andhra Pradesh,WARANGAL,Wheat,9
Andhra Pradesh,WEST GODAVARI,Arecanut,10
Andhra Pradesh,WEST GODAVARI,Arhar/Tur,35
Andhra Pradesh,WEST GODAVARI,Bajra,3
Andhra Pradesh,WEST GODAVARI,Banana,18
Andhra Pradesh,WEST GODAVARI,Black pepper,1
Andhra Pradesh,WEST GODAVARI,Cashewnut,19
Andhra Pradesh,WEST GODAVARI,Castor seed,3
Andhra Pradesh,WEST GODAVARI,Coconut,19
Andhra Pradesh,WEST GODAVARI,Coriander,3
Andhra Pradesh,WEST GODAVARI,Cotton(lint),23
Andhra Pradesh,WEST GODAVARI,Cowpea(Lobia),16
Andhra Pradesh,WEST GODAVARI,Dry chillies,36
Andhra Pradesh,WEST GODAVARI,Ginger,7
Andhra Pradesh,WEST GODAVARI,Gram,11
Andhra Pradesh,WEST GODAVARI,Groundnut,46
Andhra Pradesh,WEST GODAVARI,Horse-gram,28
Andhra Pradesh,WEST GODAVARI,Jowar,37
Andhra Pradesh,WEST GODAVARI,Maize,46
Andhra Pradesh,WEST GODAVARI,Masoor,1
Andhra Pradesh,WEST GODAVARI,Moong(Green Gram),42
Andhra Pradesh,WEST GODAVARI,Oilseeds total,9
Andhra Pradesh,WEST GODAVARI,Onion,2
Andhra Pradesh,WEST GODAVARI,Other  Rabi pulses,6
Andhra Pradesh,WEST GODAVARI,Other Kharif pulses,5
Andhra Pradesh,WEST GODAVARI,Ragi,4
Andhra Pradesh,WEST GODAVARI,Rapeseed &Mustard,5
Andhra Pradesh,WEST GODAVARI,Rice,46
Andhra Pradesh,WEST GODAVARI,Safflower,2
Andhra Pradesh,WEST GODAVARI,Sesamum,38
Andhra Pradesh,WEST GODAVARI,Small millets,8
Andhra Pradesh,WEST GODAVARI,Sugarcane,23
Andhra Pradesh,WEST GODAVARI,Sunflower,24
Andhra Pradesh,WEST GODAVARI,Sweet potato,10
Andhra Pradesh,WEST GODAVARI,Tapioca,15
Andhra Pradesh,WEST GODAVARI,Tobacco,43
Andhra Pradesh,WEST GODAVARI,Urad,45
Andhra Pradesh,WEST GODAVARI,Wheat,1
Andhra Pradesh,WEST GODAVARI,other oilseeds,7
Arunachal Pradesh,ANJAW,Dry chillies,16
Arunachal Pradesh,ANJAW,Ginger,16
Arunachal Pradesh,ANJAW,Groundnut,4
Arunachal Pradesh,ANJAW,Maize,16
Arunachal Pradesh,ANJAW,Masoor,4
Arunachal Pradesh,ANJAW,Moong(Green Gram),4
Arunachal Pradesh,ANJAW,Oilseeds total,10
Arunachal Pradesh,ANJAW,Other Kharif pulses,4
Arunachal Pradesh,ANJAW,Peas & beans (Pulses),8
Arunachal Pradesh,ANJAW,Potato,16
Arunachal Pradesh,ANJAW,Rapeseed &Mustard,4
Arunachal Pradesh,ANJAW,Rice,16
Arunachal Pradesh,ANJAW,Sesamum,4
Arunachal Pradesh,ANJAW,Small millets,16
Arunachal Pradesh,ANJAW,Soyabean,4
Arunachal Pradesh,ANJAW,Sugarcane,6
Arunachal Pradesh,ANJAW,Turmeric,16
Arunachal Pradesh,ANJAW,Urad,8
Arunachal Pradesh,ANJAW,Wheat,10
Arunachal Pradesh,CHANGLANG,Dry chillies,22
Arunachal Pradesh,CHANGLANG,Ginger,22
Arunachal Pradesh,CHANGLANG,Groundnut,6
Arunachal Pradesh,CHANGLANG,Maize,23
Arunachal Pradesh,CHANGLANG,Moong(Green Gram),4
Arunachal Pradesh,CHANGLANG,Oilseeds total,19
Arunachal Pradesh,CHANGLANG,Other  Rabi pulses,4
Arunachal Pradesh,CHANGLANG,Other Kharif pulses,4
Arunachal Pradesh,CHANGLANG,Peas & beans (Pulses),8
Arunachal Pradesh,CHANGLANG,Potato,22
Arunachal Pradesh,CHANGLANG,Rapeseed &Mustard,6
Arunachal Pradesh,CHANGLANG,Rice,23
Arunachal Pradesh,CHANGLANG,Sesamum,6
Arunachal Pradesh,CHANGLANG,Small millets,23
Arunachal Pradesh,CHANGLANG,Soyabean,6
Arunachal Pradesh,CHANGLANG,Sugarcane,22
Arunachal Pradesh,CHANGLANG,Sunflower,6
Arunachal Pradesh,CHANGLANG,Turmeric,21
Arunachal Pradesh,CHANGLANG,Urad,8
Arunachal Pradesh,CHANGLANG,Wheat,23
Arunachal Pradesh,CHANGLANG,other oilseeds,4
Arunachal Pradesh,DIBANG VALLEY,Arhar/Tur,4
Arunachal Pradesh,DIBANG VALLEY,Dry chillies,20
Arunachal Pradesh,DIBANG VALLEY,Ginger,22
Arunachal Pradesh,DIBANG VALLEY,Groundnut,6
Arunachal Pradesh,DIBANG VALLEY,Maize,23
Arunachal Pradesh,DIBANG VALLEY,Masoor,4
Arunachal Pradesh,DIBANG VALLEY,Moong(Green Gram),4
Arunachal Pradesh,DIBANG VALLEY,Oilseeds total,19
Arunachal Pradesh,DIBANG VALLEY,Other  Rabi pulses,4
Arunachal Pradesh,DIBANG VALLEY,Other Kharif pulses,4
Arunachal Pradesh,DIBANG VALLEY,Peas & beans (Pulses),8
Arunachal Pradesh,DIBANG VALLEY,Potato,22
Arunachal Pradesh,DIBANG VALLEY,Rapeseed &Mustard,6
Arunachal Pradesh,DIBANG VALLEY,Rice,23
Arunachal Pradesh,DIBANG VALLEY,Sesamum,6
Arunachal Pradesh,DIBANG VALLEY,Small millets,22
Arunachal Pradesh,DIBANG VALLEY,Soyabean,6
Arunachal Pradesh,DIBANG VALLEY,Sugarcane,3
Arunachal Pradesh,DIBANG VALLEY,Sunflower,6
Arunachal Pradesh,DIBANG VALLEY,Turmeric,4
Arunachal Pradesh,DIBANG VALLEY,Urad,8
Arunachal Pradesh,DIBANG VALLEY,Wheat,5
Arunachal Pradesh,EAST KAMENG,Arhar/Tur,4
Arunachal Pradesh,EAST KAMENG,Dry chillies,22
Arunachal Pradesh,EAST KAMENG,Ginger,22
Arunachal Pradesh,EAST KAMENG,Groundnut,2
Arunachal Pradesh,EAST KAMENG,Maize,23
Arunachal Pradesh,EAST KAMENG,Moong(Green Gram),4
Arunachal Pradesh,EAST KAMENG,Oilseeds total,19
Arunachal Pradesh,EAST KAMENG,Other  Rabi pulses,4
Arunachal Pradesh,EAST KAMENG,Other Kharif pulses,4
Arunachal Pradesh,EAST KAMENG,Peas & beans (Pulses),8
Arunachal Pradesh,EAST KAMENG,Potato,21
Arunachal Pradesh,EAST KAMENG,Rapeseed &Mustard,6
Arunachal Pradesh,EAST KAMENG,Rice,23
Arunachal Pradesh,EAST KAMENG,Sesamum,6
Arunachal Pradesh,EAST KAMENG,Small millets,23
Arunachal Pradesh,EAST KAMENG,Soyabean,6
Arunachal Pradesh,EAST KAMENG,Sugarcane,2
Arunachal Pradesh,EAST KAMENG,Sunflower,2
Arunachal Pradesh,EAST KAMENG,Turmeric,1
Arunachal Pradesh,EAST KAMENG,Urad,8
Arunachal Pradesh,EAST KAMENG,Wheat,23
Arunachal Pradesh,EAST SIANG,Arhar/Tur,4
Arunachal Pradesh,EAST SIANG,Dry chillies,22
Arunachal Pradesh,EAST SIANG,Ginger,22
Arunachal Pradesh,EAST SIANG,Groundnut,6
Arunachal Pradesh,EAST SIANG,Maize,23
Arunachal Pradesh,EAST SIANG,Masoor,4
Arunachal Pradesh,EAST SIANG,Moong(Green Gram),4
Arunachal Pradesh,EAST SIANG,Oilseeds total,19
Arunachal Pradesh,EAST SIANG,Other  Rabi pulses,4
Arunachal Pradesh,EAST SIANG,Other Kharif pulses,4
Arunachal Pradesh,EAST SIANG,Peas & beans (Pulses),8
Arunachal Pradesh,EAST SIANG,Potato,22
Arunachal Pradesh,EAST SIANG,Rapeseed &Mustard,6
Arunachal Pradesh,EAST SIANG,Rice,23
Arunachal Pradesh,EAST SIANG,Sesamum,6
Arunachal Pradesh,EAST SIANG,Small millets,23
Arunachal Pradesh,EAST SIANG,Soyabean,6
Arunachal Pradesh,EAST SIANG,Sugarcane,23
Arunachal Pradesh,EAST SIANG,Sunflower,6
Arunachal Pradesh,EAST SIANG,Turmeric,22
Arunachal Pradesh,EAST SIANG,Urad,8
Arunachal Pradesh,EAST SIANG,Wheat,22
Arunachal Pradesh,KAMLE,Arhar/Tur,2
Arunachal Pradesh,KAMLE,Dry chillies,2
Arunachal Pradesh,KAMLE,Ginger,2
Arunachal Pradesh,KAMLE,Maize,2
Arunachal Pradesh,KAMLE,Masoor,2
Arunachal Pradesh,KAMLE,Moong(Green Gram),2
Arunachal Pradesh,KAMLE,Other Kharif pulses,2
Arunachal Pradesh,KAMLE,Peas & beans (Pulses),4
Arunachal Pradesh,KAMLE,Potato,2
Arunachal Pradesh,KAMLE,Rapeseed &Mustard,2
Arunachal Pradesh,KAMLE,Rice,2
Arunachal Pradesh,KAMLE,Sesamum,2
Arunachal Pradesh,KAMLE,Small millets,2
Arunachal Pradesh,KAMLE,Soyabean,2
Arunachal Pradesh,KAMLE,Sugarcane,2
Arunachal Pradesh,KAMLE,Urad,4
Arunachal Pradesh,KRA DAADI,Dry chillies,5
Arunachal Pradesh,KRA DAADI,Ginger,5
Arunachal Pradesh,KRA DAADI,Groundnut,4
Arunachal Pradesh,KRA DAADI,Maize,5
Arunachal Pradesh,KRA DAADI,Oilseeds total,1
Arunachal Pradesh,KRA DAADI,Other  Rabi pulses,4
Arunachal Pradesh,KRA DAADI,Other Kharif pulses,4
Arunachal Pradesh,KRA DAADI,Peas & beans (Pulses),8
Arunachal Pradesh,KRA DAADI,Potato,5
Arunachal Pradesh,KRA DAADI,Rapeseed &Mustard,4
Arunachal Pradesh,KRA DAADI,Rice,5
Arunachal Pradesh,KRA DAADI,Sesamum,4
Arunachal Pradesh,KRA DAADI,Small millets,5
